Time	Sum	Command
8	8	--------> [ -e "$dir/$f" ]
3	9	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
4	10	-------> if [ -e "$dir/$f" ]...
6	6	--------> [ -e "$dir/$f" ]
5	5	------> [ "$dir" = '/' ]
40	67	------> set dir (__bobthefish_dirname "$dir")
17	27	-------> __bobthefish_dirname "$dir"
10	10	--------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	------> [ "$dir" ]
10	40	------> for f in $files...
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
2	9	-------> if [ -e "$dir/$f" ]...
7	7	--------> [ -e "$dir/$f" ]
4	9	-------> if [ -e "$dir/$f" ]...
5	5	--------> [ -e "$dir/$f" ]
6	6	------> [ "$dir" = '/' ]
36	66	------> set dir (__bobthefish_dirname "$dir")
18	30	-------> __bobthefish_dirname "$dir"
12	12	--------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	------> [ "$dir" ]
3	3	-----> return 1
5	5	---> [ -z "$should_show" ]
3	3	---> return
46	1762	--> set -l git_root_dir (__bobthefish_git_project_dir $real_pwd)
23	1716	---> __bobthefish_git_project_dir $real_pwd
15	15	----> [ "$theme_display_git" = 'no' ]
64	64	----> command -q git
5	5	----> set -q theme_vcs_ignore_paths
16	1609	----> if [ "$theme_git_worktree_support" != 'yes' ]...
7	7	-----> [ "$theme_git_worktree_support" != 'yes' ]
52	1499	-----> set -l git_toplevel (command git rev-parse --show-toplevel 2>/dev/null)
1447	1447	------> command git rev-parse --show-toplevel 2>/dev/null
8	8	-----> [ -z "$git_toplevel" ]
9	79	-----> switch $real_pwd/...
66	66	------> echo $git_toplevel
4	4	------> return
47	73	--> set -l hg_root_dir (__bobthefish_hg_project_dir $real_pwd)
16	26	---> __bobthefish_hg_project_dir $real_pwd
7	7	----> [ "$theme_display_hg" = 'yes' ]
3	3	----> return
42	66	--> set -l fossil_root_dir (__bobthefish_fossil_project_dir $real_pwd)
13	24	---> __bobthefish_fossil_project_dir $real_pwd
8	8	----> [ "$theme_display_fossil" = 'yes' ]
3	3	----> return
49	15435	--> switch (__bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir")...
15	258	---> __bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir"
48	243	----> if builtin -q path...
14	14	-----> builtin -q path
47	181	-----> echo (path sort -r $argv)[1]
134	134	------> path sort -r $argv
51	15128	---> __bobthefish_prompt_git $git_root_dir $real_pwd
8	8	----> set -l dirty ''
48	2746	----> if [ "$theme_display_git_dirty" != 'no' ]...
7	7	-----> [ "$theme_display_git_dirty" != 'no' ]
50	1243	-----> set -l show_dirty (command git config --bool bash.showDirtyState 2>/dev/null)
1193	1193	------> command git config --bool bash.showDirtyState 2>/dev/null
6	1448	-----> if [ "$show_dirty" != 'false' ]...
9	9	------> [ "$show_dirty" != 'false' ]
61	1420	------> set dirty (command git diff --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_dirty_glyph")
1347	1347	-------> command git diff --no-ext-diff --quiet --exit-code 2>/dev/null
12	12	-------> echo -n "$git_dirty_glyph"
4	13	------> if [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]...
9	9	-------> [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]
54	1493	----> set -l staged (command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_staged_glyph")
1439	1439	-----> command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null
51	1460	----> set -l stashed (__bobthefish_git_stashed)
13	1409	-----> __bobthefish_git_stashed
23	1396	------> if [ "$theme_display_git_stashed_verbose" = 'yes' ]...
8	8	-------> [ "$theme_display_git_stashed_verbose" = 'yes' ]
1365	1365	-------> command git rev-parse --verify --quiet refs/stash >/dev/null
75	1384	----> set -l ahead (__bobthefish_git_ahead)
18	1309	-----> __bobthefish_git_ahead
3	14	------> if [ "$theme_display_git_ahead_verbose" = 'yes' ]...
11	11	-------> [ "$theme_display_git_ahead_verbose" = 'yes' ]
6	6	------> set -l ahead 0
7	7	------> set -l behind 0
71	1234	------> for line in (command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null)...
1163	1163	-------> command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null
9	30	------> if [ $ahead -eq 1 ]...
15	15	-------> [ $ahead -eq 1 ]
6	6	-------> [ $behind -eq 1 ]
7	7	----> set -l new ''
12	3032	----> if [ "$theme_display_git_untracked" != 'no' ]...
7	7	-----> [ "$theme_display_git_untracked" != 'no' ]
59	1508	-----> set -l show_untracked (command git config --bool bash.showUntrackedFiles 2>/dev/null)
1449	1449	------> command git config --bool bash.showUntrackedFiles 2>/dev/null
9	1505	-----> if [ "$show_untracked" != 'false' ]...
9	9	------> [ "$show_untracked" != 'false' ]
52	1478	------> set new (command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null)
1426	1426	-------> command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null
4	9	------> if [ "$new" ]...
5	5	-------> [ "$new" ]
8	8	----> set -l flags "$dirty$staged$stashed$ahead$new"
4	4	----> [ "$flags" ]
5	5	----> set flags " $flags"
8	8	----> set -l flag_colors $color_repo
6	16	----> if [ "$dirty" ]...
4	4	-----> [ "$dirty" ]
6	6	-----> set flag_colors $color_repo_dirty
37	734	----> __bobthefish_path_segment $git_root_dir project
6	6	-----> set -l segment_color $color_path
8	8	-----> set -l segment_basename_color $color_path_basename
3	12	-----> if not [ -w "$segment_dir" ]...
9	9	------> not [ -w "$segment_dir" ]
32	114	-----> __bobthefish_start_segment $segment_color
7	7	------> set -l bg $argv[1]
6	6	------> set -e argv[1]
5	5	------> set -l fg $argv[1]
4	4	------> set -e argv[1]
13	13	------> set_color normal
13	13	------> set_color -b $bg $fg $argv
21	28	------> switch "$__bobthefish_current_bg"...
7	7	-------> echo -n ' '
6	6	------> set __bobthefish_current_bg $bg
4	4	-----> set -l directory
4	4	-----> set -l parent
11	502	-----> switch "$segment_dir"...
45	394	------> set parent (__bobthefish_pretty_parent "$segment_dir")
26	349	-------> __bobthefish_pretty_parent "$segment_dir"
5	5	--------> set -q fish_prompt_pwd_dir_length
8	8	--------> set -l fish_prompt_pwd_dir_length 1
8	8	--------> set -l real_home ~
50	262	--------> set -l parent_dir (string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir))
107	212	---------> string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir)
33	51	----------> __bobthefish_escape_regex "$real_home"
18	18	-----------> string escape --style=regex "$str" 2>/dev/null
25	54	----------> __bobthefish_dirname $child_dir
29	29	-----------> string replace -r '/[^/]+/?$' '' -- $argv
4	11	--------> if [ -z "$parent_dir" ]...
7	7	---------> [ -z "$parent_dir" ]
4	11	--------> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
7	7	---------> [ $fish_prompt_pwd_dir_length -eq 0 ]
18	18	--------> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' "$parent_dir/"
48	97	------> set directory (__bobthefish_basename "$segment_dir")
27	49	-------> __bobthefish_basename "$segment_dir"
22	22	--------> string replace -r '^.*/' '' -- $argv
13	13	-----> [ "$theme_show_project_parent" != "no" -o "$path_type" != "project" ]
9	9	-----> echo -n $parent
16	16	-----> set_color -b $segment_basename_color
9	9	-----> echo -ns $directory ' '
24	124	----> __bobthefish_start_segment $flag_colors
7	7	-----> set -l bg $argv[1]
6	6	-----> set -e argv[1]
6	6	-----> set -l fg $argv[1]
4	4	-----> set -e argv[1]
8	8	-----> set_color normal
11	11	-----> set_color -b $bg $fg $argv
27	52	-----> switch "$__bobthefish_current_bg"...
8	8	------> set_color $__bobthefish_current_bg
8	8	------> echo -ns $right_black_arrow_glyph ' '
9	9	------> set_color $fg $argv
6	6	-----> set __bobthefish_current_bg $bg
63	3771	----> echo -ns (__bobthefish_git_branch) $flags ' '
15	3708	-----> __bobthefish_git_branch
49	1414	------> set -l tag (command git describe --tags --exact-match 2>/dev/null)
1365	1365	-------> command git describe --tags --exact-match 2>/dev/null
57	1086	------> set -l branch (command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' '')
1029	1029	-------> command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' ''
17	1193	------> begin...
8	8	-------> [ -n "$theme_git_default_branches" ]
52	1133	-------> set -l theme_git_default_branches master main (git config init.defaultBranch)
1081	1081	--------> git config init.defaultBranch
13	13	-------> [ "$theme_display_git_master_branch" != 'yes' -a "$theme_display_git_default_branch" != 'yes' ]
12	12	-------> contains $branch $theme_git_default_branches
7	7	-------> echo $branch_glyph
3	3	-------> return
8	8	----> set_color normal
12	269	----> if [ "$theme_git_worktree_support" != 'yes' ]...
6	6	-----> [ "$theme_git_worktree_support" != 'yes' ]
42	240	-----> set -l project_pwd (__bobthefish_project_pwd $git_root_dir $real_pwd)
19	198	------> __bobthefish_project_pwd $git_root_dir $real_pwd
5	5	-------> set -q theme_project_dir_length
5	5	-------> set -l theme_project_dir_length 0
48	144	-------> set -l project_dir (string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd)
53	96	--------> string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd
28	43	---------> __bobthefish_escape_regex "$project_root_dir"
15	15	----------> string escape --style=regex "$str" 2>/dev/null
7	25	-------> if [ $theme_project_dir_length -eq 0 ]...
8	8	--------> [ $theme_project_dir_length -eq 0 ]
8	8	--------> echo -n $project_dir
2	2	--------> return
3	8	-----> if [ "$project_pwd" ]...
5	5	------> [ "$project_pwd" ]
3	3	-----> return
14	117	--> __bobthefish_finish_segments
17	48	---> if [ -n "$__bobthefish_current_bg" ]...
6	6	----> [ -n "$__bobthefish_current_bg" ]
8	8	----> set_color normal
9	9	----> set_color $__bobthefish_current_bg
8	8	----> echo -ns $right_black_arrow_glyph ' '
12	46	---> if [ "$theme_newline_cursor" = 'yes' ]...
5	5	----> [ "$theme_newline_cursor" = 'yes' ]
5	5	----> echo -ens "\n"
8	8	----> set_color $fish_color_autosuggestion
5	16	----> if set -q theme_newline_prompt...
4	4	-----> set -q theme_newline_prompt
7	7	-----> echo -ens "$theme_newline_prompt"
5	5	---> set_color normal
4	4	---> set __bobthefish_current_bg
8	133	> fish_right_prompt
6	27	-> if not set -q CONDA_LEFT_PROMPT...
5	5	--> not set -q CONDA_LEFT_PROMPT
8	16	--> __conda_add_prompt
3	8	---> if set -q CONDA_PROMPT_MODIFIER...
5	5	----> set -q CONDA_PROMPT_MODIFIER
17	98	-> __fish_right_prompt_orig
6	6	--> set -l __bobthefish_left_arrow_glyph \uE0B3
4	14	--> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
10	10	---> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
9	9	--> set_color $fish_color_autosuggestion
12	30	--> __bobthefish_cmd_duration
7	7	---> [ "$theme_display_cmd_duration" = "no" ]
8	8	---> [ -z "$CMD_DURATION" -o "$CMD_DURATION" -lt 100 ]
3	3	---> return
9	16	--> __bobthefish_timestamp
5	5	---> [ "$theme_display_date" = "no" ]
2	2	---> return
6	6	--> set_color normal
85	95	> source /home/yoshimi/.config/fish/functions/fish_title.fish
7	7	-> function __bobthefish_title_user -S -d 'Display actual user if different from $default_user'...
3	3	-> function fish_title...
12	726	> fish_title
7	19	-> __bobthefish_title_user
4	12	--> if [ "$theme_title_display_user" = 'yes' ]...
8	8	---> [ "$theme_title_display_user" = 'yes' ]
4	9	-> if [ "$theme_title_display_process" = 'yes' ]...
5	5	--> [ "$theme_title_display_process" = 'yes' ]
6	686	-> if [ "$theme_title_display_path" != 'no' ]...
5	5	--> [ "$theme_title_display_path" != 'no' ]
5	675	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
5	5	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
114	665	---> prompt_pwd
103	108	----> source /home/linuxbrew/.linuxbrew/Cellar/fish/3.7.1/share/fish/functions/prompt_pwd.fish
5	5	-----> function prompt_pwd --description 'short CWD for the prompt'...
7	7	----> set -l options h/help d/dir-length= D/full-length-dirs=
12	12	----> argparse -n prompt_pwd $options -- $argv
3	7	----> if set -q _flag_help...
4	4	-----> set -q _flag_help
4	4	----> set -q argv[1]
5	5	----> set argv $PWD
3	3	----> set -ql _flag_d
3	3	----> set -q fish_prompt_pwd_dir_length
4	4	----> set -l fish_prompt_pwd_dir_length 1
4	4	----> set -l fulldirs 0
3	3	----> set -ql _flag_D
3	3	----> set -q fish_prompt_pwd_full_dirs
4	4	----> set -l fish_prompt_pwd_full_dirs 1
13	384	----> for path in $argv...
42	50	-----> set -l realhome (string escape --style=regex -- ~)
8	8	------> string escape --style=regex -- ~
42	59	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
17	17	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
10	262	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
7	7	------> test "$fish_prompt_pwd_dir_length" -eq 0
5	5	------> set -l full
10	179	------> if test $fish_prompt_pwd_full_dirs -gt 0...
5	5	-------> test $fish_prompt_pwd_full_dirs -gt 0
40	153	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
41	113	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
72	72	---------> math $fish_prompt_pwd_full_dirs - 1
6	6	-------> set tmp $all[1]
5	5	-------> set full $all[2..]
43	61	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
18	18	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
133	30517730	> __fzf_reverse_isearch
8549	8558	-> source /home/yoshimi/.config/fish/functions/__fzf_reverse_isearch.fish
9	9	--> function __fzf_reverse_isearch...
345	1532	-> history merge
802	818	--> source /home/linuxbrew/.linuxbrew/Cellar/fish/3.7.1/share/fish/functions/history.fish
8	8	---> function __fish_unexpected_hist_args --no-scope-shadowing...
8	8	---> function history --description "display or manipulate interactive command history"...
13	13	--> set -l cmd history
10	10	--> set -l options --exclusive 'c,e,p' --exclusive 'S,D,M,V,X'
8	8	--> set -a options h/help c/contains e/exact p/prefix
9	9	--> set -a options C/case-sensitive R/reverse z/null 't/show-time=?' 'n#max'
7	7	--> set -a options S-search D-delete M-merge V-save X-clear
40	40	--> argparse -n $cmd $options -- $argv
6	12	--> if set -q _flag_help...
6	6	---> set -q _flag_help
6	6	--> set -l hist_cmd
6	6	--> set -l show_time
6	6	--> set -l max_count
6	6	--> set -l search_mode
4	4	--> set -q _flag_max
7	7	--> set max_count -n$_flag_max
6	6	--> set -q _flag_with_time
7	19	--> if set -q _flag_show_time[1]...
6	6	---> set -q _flag_show_time[1]
6	6	---> set -q _flag_show_time
5	5	--> set -q _flag_prefix
4	4	--> set -q _flag_contains
4	4	--> set -q _flag_exact
15	41	--> if set -q _flag_delete...
4	4	---> set -q _flag_delete
5	5	---> set -q _flag_save
4	4	---> set -q _flag_clear
4	4	---> set -q _flag_search
4	4	---> set -q _flag_merge
5	5	---> set -q _flag_clear-session
13	60	--> if not set -q hist_cmd[1]...
5	5	---> not set -q hist_cmd[1]
4	4	---> set -q argv[1]
12	38	---> if contains $argv[1] search delete merge save clear clear-session...
13	13	----> contains $argv[1] search delete merge save clear clear-session
7	7	----> set hist_cmd $argv[1]
6	6	----> set -e argv[1]
4	8	--> if not set -q hist_cmd[1]...
4	4	---> not set -q hist_cmd[1]
18	88	--> switch $hist_cmd...
24	62	---> __fish_unexpected_hist_args $argv
7	26	----> if test -n "$search_mode"...
14	14	-----> test -n "$search_mode"
5	5	-----> set -q show_time[1]
4	8	----> if set -q argv[1]...
4	4	-----> set -q argv[1]
4	4	----> return 1
8	8	---> builtin history merge -- $argv
789	30507295	-> history -z | eval (__fzfcmd) --read0 --print0 --tiebreak=index --toggle-sort=ctrl-r $FZF_DEFAULT_OPTS $FZF_REVERSE_ISEARCH_OPTS -q '(commandline)' | read -lz result
44	273	--> __fzfcmd
166	174	---> source /home/yoshimi/.config/fish/functions/__fzfcmd.fish
8	8	----> function __fzfcmd...
9	9	---> set -q FZF_TMUX
8	8	---> set FZF_TMUX 0
6	6	---> set -q FZF_TMUX_HEIGHT
9	32	---> if test $FZF_TMUX -eq 1...
12	12	----> test $FZF_TMUX -eq 1
11	11	----> echo "fzf"
9	9	--> set -l cmd history
10	10	--> set -l options --exclusive 'c,e,p' --exclusive 'S,D,M,V,X'
8	8	--> set -a options h/help c/contains e/exact p/prefix
9	9	--> set -a options C/case-sensitive R/reverse z/null 't/show-time=?' 'n#max'
8	8	--> set -a options S-search D-delete M-merge V-save X-clear
42	42	--> argparse -n $cmd $options -- $argv
4	9	--> if set -q _flag_help...
5	5	---> set -q _flag_help
5	5	--> set -l hist_cmd
5	5	--> set -l show_time
5	5	--> set -l max_count
6	6	--> set -l search_mode
4	4	--> set -q _flag_max
7	7	--> set max_count -n$_flag_max
5	5	--> set -q _flag_with_time
7	15	--> if set -q _flag_show_time[1]...
5	5	---> set -q _flag_show_time[1]
3	3	---> set -q _flag_show_time
4	4	--> set -q _flag_prefix
4	4	--> set -q _flag_contains
4	4	--> set -q _flag_exact
16	41	--> if set -q _flag_delete...
4	4	---> set -q _flag_delete
5	5	---> set -q _flag_save
4	4	---> set -q _flag_clear
4	4	---> set -q _flag_search
4	4	---> set -q _flag_merge
4	4	---> set -q _flag_clear-session
7	16	--> if not set -q hist_cmd[1]...
4	4	---> not set -q hist_cmd[1]
5	5	---> set -q argv[1]
13	22	--> if not set -q hist_cmd[1]...
4	4	---> not set -q hist_cmd[1]
5	5	---> set hist_cmd search
22	11377	--> switch $hist_cmd...
7	7	---> test -z "$search_mode"
